time;x;y;z;gforce
5,4530;0,0160;0,1041;1,0287;1,034
5,4820;0,0160;0,1161;1,0447;1,051
5,4840;0,0040;0,1321;1,0447;1,053
5,4850;0,0120;0,1401;1,0567;1,066
5,5190;-0,0000;0,1401;1,0567;1,066
5,5200;-0,0000;0,1481;1,0487;1,059
5,5210;-0,0000;0,1641;1,0527;1,065
5,5240;-0,0040;0,1521;1,0647;1,076
5,5340;0,0200;0,1481;1,1088;1,119
5,5440;0,0120;0,1441;1,1088;1,118
5,5530;-0,0000;0,1321;1,1128;1,121
5,5700;-0,0040;0,1161;1,1128;1,119
5,5770;-0,0080;0,1001;1,1047;1,109
5,6020;-0,0040;0,1081;1,0967;1,102
5,6030;-0,0040;0,1201;1,0767;1,083
5,6040;-0,0040;0,1281;1,0607;1,068
5,6150;-0,0080;0,1321;1,0607;1,069
5,6250;-0,0120;0,1281;1,0607;1,068
5,6330;-0,0040;0,1201;1,0567;1,064
5,6430;-0,0040;0,1201;1,0407;1,048
5,6530;-0,0000;0,1081;1,0247;1,030
5,6830;0,0040;0,1121;1,0287;1,035
