time;x;y;z;gforce
3,7250;0,0080;0,1241;1,0687;1,076
3,7350;-0,0000;0,1201;1,0647;1,071
3,7450;0,0080;0,1121;1,0647;1,071
3,7870;0,0040;0,1161;1,0647;1,071
3,7890;0,0080;0,1121;1,0567;1,063
3,7900;0,0120;0,1161;1,0687;1,075
3,7910;0,0120;0,1201;1,0567;1,064
3,7970;0,0120;0,1201;1,0647;1,072
3,8050;0,0120;0,1201;1,0687;1,076
3,8150;0,0080;0,1241;1,0687;1,076
3,8260;0,0080;0,1201;1,0727;1,079
3,8350;-0,0000;0,1121;1,0527;1,059
3,8450;-0,0000;0,1201;1,0487;1,056
3,8810;-0,0000;0,1241;1,0567;1,064
3,8820;-0,0040;0,1241;1,0447;1,052
3,8840;0,0040;0,1241;1,0527;1,060
3,8850;-0,0000;0,1161;1,0647;1,071
3,8950;-0,0040;0,1161;1,0607;1,067
3,9070;-0,0040;0,1161;1,0527;1,059
3,9150;-0,0120;0,1121;1,0607;1,067
3,9250;-0,0080;0,1241;1,0447;1,052
3,9350;-0,0040;0,1201;1,0407;1,048
3,9450;-0,0080;0,1121;1,0407;1,047
3,9720;-0,0080;0,1161;1,0607;1,067
3,9750;-0,0040;0,1121;1,0487;1,055
3,9760;-0,0040;0,1201;1,0567;1,064
3,9850;-0,0040;0,1201;1,0647;1,071
4,0000;-0,0040;0,1121;1,0567;1,063
4,0120;-0,0120;0,1201;1,0647;1,072
4,0150;-0,0080;0,1081;1,0527;1,058
4,0250;-0,0000;0,1081;1,0527;1,058
4,0350;-0,0000;0,1161;1,0527;1,059
4,0450;-0,0080;0,1121;1,0447;1,051
4,0710;-0,0080;0,1161;1,0447;1,051
4,0720;-0,0040;0,1201;1,0567;1,064
4,0930;-0,0000;0,1201;1,0567;1,064
4,0950;-0,0040;0,1161;1,0527;1,059
4,0960;-0,0040;0,1161;1,0567;1,063
4,1080;-0,0040;0,1201;1,0567;1,064
4,1150;-0,0080;0,1241;1,0647;1,072
4,1250;-0,0040;0,1241;1,0527;1,060
4,1350;-0,0000;0,1201;1,0647;1,071
4,1450;-0,0000;0,1241;1,0527;1,060
4,1710;-0,0000;0,1081;1,0567;1,062
4,1720;-0,0000;0,1161;1,0527;1,059
4,1940;-0,0040;0,1161;1,0527;1,059
4,1960;-0,0000;0,1201;1,0527;1,060
4,2080;-0,0080;0,1161;1,0447;1,051
4,2150;-0,0080;0,1201;1,0567;1,064
4,2250;-0,0080;0,1161;1,0527;1,059
4,2350;-0,0040;0,1241;1,0527;1,060
4,2460;-0,0080;0,1281;1,0487;1,057
4,2860;-0,0120;0,1201;1,0447;1,052
4,2910;-0,0080;0,1201;1,0527;1,060
4,2930;-0,0120;0,1201;1,0447;1,052
4,2940;-0,0080;0,1201;1,0607;1,068
4,2950;-0,0040;0,1121;1,0607;1,067
4,3060;-0,0040;0,1121;1,0687;1,075
4,3150;-0,0080;0,1161;1,0607;1,067
4,3250;-0,0040;0,1161;1,0607;1,067
4,3350;-0,0080;0,1201;1,0567;1,064
4,3450;-0,0000;0,1201;1,0607;1,067
4,3700;-0,0040;0,1161;1,0647;1,071
4,3720;-0,0040;0,1201;1,0607;1,068
4,3760;-0,0000;0,1161;1,0447;1,051
4,3850;-0,0040;0,1201;1,0447;1,052
4,3950;-0,0040;0,1161;1,0567;1,063
4,4050;0,0040;0,1281;1,0607;1,068
4,4150;-0,0080;0,1241;1,0607;1,068
4,4250;-0,0040;0,1241;1,0567;1,064
4,4350;-0,0000;0,1121;1,0567;1,063
4,4450;-0,0120;0,1161;1,0567;1,063
4,4710;-0,0040;0,1201;1,0607;1,068
4,4720;-0,0080;0,1161;1,0527;1,059
4,5050;-0,0040;0,1241;1,0567;1,064
4,5060;-0,0000;0,1121;1,0447;1,051
4,5080;0,0040;0,1041;1,0527;1,058
4,5110;-0,0080;0,1001;1,0407;1,046
4,5150;-0,0040;0,1121;1,0527;1,059
4,5250;-0,0080;0,1161;1,0407;1,047
4,5350;-0,0080;0,1201;1,0447;1,052
4,5450;-0,0040;0,1241;1,0527;1,060
4,5710;-0,0080;0,1241;1,0487;1,056
4,5730;-0,0080;0,1281;1,0687;1,076
4,5870;-0,0080;0,1201;1,0527;1,060
4,5890;-0,0080;0,1241;1,0567;1,064
4,5970;-0,0080;0,1121;1,0727;1,079
4,6070;-0,0080;0,1161;1,0727;1,079
4,6150;-0,0080;0,1201;1,0647;1,072
4,6250;-0,0040;0,1081;1,1047;1,110
4,6350;-0,0080;0,1241;1,0567;1,064
4,6450;-0,0040;0,1081;1,0767;1,082
4,6840;0,0080;0,1001;1,0567;1,061
4,6950;-0,0000;0,1001;1,0527;1,057
4,6960;-0,0040;0,1081;1,0687;1,074
4,6980;-0,0040;0,1201;1,0607;1,068
4,6990;-0,0080;0,1161;1,0607;1,067
4,7070;-0,0040;0,1121;1,0447;1,051
4,7150;-0,0080;0,1161;1,0487;1,055
4,7250;-0,0080;0,1201;1,0327;1,040
4,7350;-0,0080;0,1161;1,0527;1,059
4,7450;-0,0040;0,1161;1,0607;1,067
4,7760;0,0080;0,1161;1,0527;1,059
4,7770;-0,0040;0,1161;1,0607;1,067
4,7780;-0,0080;0,1081;1,0687;1,074
4,7850;-0,0040;0,1201;1,0567;1,064
4,7950;-0,0080;0,1121;1,0527;1,059
4,8080;-0,0080;0,1121;1,0567;1,063
4,8150;-0,0080;0,1201;1,0527;1,060
4,8250;-0,0200;0,1241;1,0527;1,060
4,8350;-0,0120;0,1281;1,0527;1,061
4,8450;-0,0080;0,1281;1,0647;1,072
4,8700;-0,0000;0,1241;1,0607;1,068
4,8720;-0,0080;0,1201;1,0567;1,064
4,8900;-0,0040;0,1201;1,0567;1,064
4,8920;-0,0080;0,1281;1,0567;1,064
4,8950;0,0040;0,1201;1,0487;1,056
4,9080;-0,0080;0,1121;1,0607;1,067
4,9150;-0,0080;0,1201;1,0647;1,072
4,9260;-0,0040;0,1241;1,0687;1,076
4,9350;-0,0080;0,1201;1,0607;1,068
4,9450;-0,0120;0,1241;1,0607;1,068
4,9810;-0,0080;0,1161;1,0527;1,059
4,9830;-0,0080;0,1281;1,0487;1,057
4,9850;-0,0040;0,1161;1,0527;1,059
4,9860;-0,0040;0,1121;1,0487;1,055
4,9950;-0,0040;0,1161;1,0607;1,067
5,0090;-0,0080;0,1161;1,0487;1,055
5,0150;-0,0000;0,1161;1,0327;1,039
5,0260;-0,0080;0,1201;1,0407;1,048
5,0350;-0,0120;0,1161;1,0487;1,055
5,0450;0,0080;0,1201;1,0567;1,064
5,0680;-0,0040;0,1201;1,0527;1,060
5,0700;-0,0000;0,1161;1,0607;1,067
5,0880;-0,0080;0,1201;1,0607;1,068
5,0900;0,0040;0,1201;1,0487;1,056
5,0950;-0,0040;0,1201;1,0607;1,068
5,1080;-0,0000;0,1161;1,0407;1,047
5,1150;-0,0040;0,1161;1,0607;1,067
5,1250;-0,0120;0,1241;1,0727;1,080
5,1350;-0,0080;0,1121;1,0527;1,059
5,1450;-0,0120;0,1201;1,0487;1,056
5,1690;-0,0080;0,1321;1,0567;1,065
5,1710;-0,0160;0,1361;1,0407;1,050
5,1910;-0,0240;0,1281;1,0487;1,057
5,1920;-0,0200;0,1241;1,0567;1,064
5,1950;-0,0120;0,1241;1,0647;1,072
5,2070;-0,0120;0,1201;1,0607;1,068
5,2150;-0,0200;0,1241;1,0647;1,072
5,2250;-0,0080;0,1281;1,0527;1,061
5,2350;-0,0080;0,1241;1,0487;1,056
5,2450;-0,0080;0,1401;1,0487;1,058
5,2780;-0,0080;0,1361;1,0487;1,058
5,2800;-0,0080;0,1321;1,0527;1,061
5,2810;-0,0040;0,1321;1,0687;1,077
5,2850;-0,0000;0,1361;1,0687;1,077
5,3000;-0,0000;0,1401;1,0647;1,074
5,3110;-0,0040;0,1441;1,0567;1,067
5,3150;-0,0000;0,1481;1,0647;1,075
5,3250;0,0040;0,1401;1,0687;1,078
5,3350;0,0080;0,1321;1,0647;1,073
5,3450;0,0080;0,1241;1,0687;1,076
5,3750;0,0040;0,1161;1,0567;1,063
5,3760;-0,0080;0,1041;1,0607;1,066
5,3780;-0,0040;0,1121;1,0727;1,079
5,3850;-0,0080;0,1041;1,0647;1,070
5,3950;-0,0160;0,1081;1,0607;1,066
5,4070;-0,0160;0,1041;1,0647;1,070
5,4150;-0,0120;0,1001;1,0607;1,065
5,4250;-0,0040;0,1041;1,0647;1,070
5,4350;-0,0040;0,1161;1,0607;1,067
5,4450;-0,0000;0,1081;1,0607;1,066
5,4770;0,0040;0,1121;1,0527;1,059
5,4790;0,0120;0,1121;1,0327;1,039
5,5140;0,0120;0,1081;1,0407;1,046
5,5160;0,0280;0,1201;1,0447;1,052
5,5200;0,0160;0,1121;1,0527;1,059
5,5210;0,0160;0,1161;1,0367;1,043
5,5220;0,0080;0,1201;1,0527;1,060
5,5280;0,0120;0,1121;1,0647;1,071
5,5350;0,0080;0,1121;1,0527;1,059
5,5450;0,0160;0,1081;1,0607;1,066
5,5740;0,0040;0,1121;1,0687;1,075
5,5760;0,0080;0,1121;1,0407;1,047
5,5760;0,0080;0,1081;1,0567;1,062
5,5860;0,0040;0,1121;1,0567;1,063
5,5990;-0,0040;0,1201;1,0487;1,056
5,6080;-0,0000;0,1121;1,0527;1,059
5,6150;-0,0040;0,1201;1,0527;1,060
5,6260;-0,0040;0,1121;1,0607;1,067
5,6350;-0,0000;0,1001;1,0647;1,069
5,6450;0,0040;0,1121;1,0727;1,079
5,6810;-0,0000;0,1121;1,0647;1,071
