time;x;y;z;gforce
4,0540;0,0080;0,3042;0,9847;1,031
4,0600;0,0040;0,3082;0,9887;1,036
4,0700;-0,0040;0,3082;1,0087;1,055
4,0830;-0,0000;0,3042;1,0127;1,057
4,0900;0,0080;0,3042;1,0207;1,065
4,1000;0,0120;0,2962;1,0047;1,048
4,1100;0,0040;0,3002;0,9847;1,029
4,1260;0,0080;0,2882;0,9727;1,014
4,1350;-0,0000;0,2882;0,9647;1,007
4,1520;-0,0000;0,2962;0,9727;1,017
4,1540;0,0080;0,2922;0,9887;1,031
4,1600;0,0120;0,3002;1,0047;1,049
4,1700;0,0160;0,2962;1,0047;1,048
4,1810;0,0200;0,3002;1,0207;1,064
4,1900;0,0120;0,2962;1,0127;1,055
4,2000;0,0160;0,3042;1,0127;1,058
4,2100;0,0080;0,3082;1,0127;1,059
4,2240;0,0120;0,3042;1,0087;1,054
4,2320;0,0040;0,3202;1,0167;1,066
4,2470;0,0040;0,3122;1,0047;1,052
4,2510;0,0040;0,3202;1,0127;1,062
4,2600;-0,0040;0,3282;1,0127;1,065
4,2700;-0,0040;0,3202;1,0167;1,066
4,2830;-0,0040;0,3122;1,0167;1,064
4,2900;0,0040;0,3162;1,0327;1,080
4,3000;0,0040;0,3282;1,0327;1,084
4,3100;0,0040;0,3162;1,0447;1,092
4,3280;0,0040;0,3122;1,0447;1,090
4,3540;0,0040;0,3202;1,0167;1,066
4,3560;0,0040;0,3122;1,0167;1,064
4,3570;0,0080;0,3162;1,0207;1,069
4,3600;0,0080;0,3082;1,0167;1,062
4,3700;0,0160;0,3122;1,0047;1,052
4,3810;0,0160;0,3122;1,0087;1,056
4,3900;0,0120;0,3082;1,0087;1,055
4,4000;0,0120;0,3082;1,0047;1,051
4,4100;0,0200;0,3042;1,0167;1,061
4,4330;0,0200;0,2962;1,0247;1,067
4,4350;0,0240;0,2882;1,0167;1,057
4,4400;0,0200;0,2842;1,0127;1,052
4,4570;0,0080;0,2882;1,0127;1,053
4,4600;-0,0040;0,3002;1,0087;1,052
4,4700;-0,0080;0,3082;1,0167;1,062
4,4830;-0,0000;0,3122;1,0087;1,056
4,4900;-0,0080;0,3162;1,0047;1,053
4,5000;-0,0080;0,3202;1,0047;1,055
4,5100;-0,0040;0,3242;1,0007;1,052
4,5380;-0,0040;0,3162;1,0007;1,049
4,5400;-0,0200;0,3202;0,9887;1,039
4,5410;-0,0240;0,3242;1,0047;1,056
4,5550;-0,0160;0,3202;1,0127;1,062
4,5600;-0,0080;0,3202;1,0047;1,055
4,5700;-0,0160;0,3082;1,0047;1,051
4,5820;-0,0160;0,3162;1,0127;1,061
4,5900;-0,0120;0,3202;1,0007;1,051
4,6000;-0,0200;0,2922;0,9967;1,039
4,6100;-0,0040;0,3162;1,0327;1,080
4,6340;0,0040;0,3002;1,0087;1,052
4,6480;-0,0040;0,2962;1,0047;1,047
4,6500;-0,0120;0,3122;0,9967;1,045
4,6610;-0,0120;0,3202;1,0087;1,058
4,6630;-0,0160;0,3202;1,0127;1,062
4,6740;-0,0160;0,3082;1,0127;1,059
4,6830;-0,0160;0,3082;1,0087;1,055
4,6900;-0,0120;0,3362;1,0087;1,063
4,7000;-0,0000;0,3162;0,9767;1,027
4,7160;-0,0000;0,3162;1,0127;1,061
4,7260;-0,0120;0,3402;1,0167;1,072
4,7480;-0,0160;0,3322;1,0167;1,070
4,7490;-0,0200;0,3282;1,0207;1,072
4,7560;-0,0400;0,3442;1,0047;1,063
4,7730;-0,0320;0,3322;1,0047;1,059
4,7870;-0,0400;0,3242;0,9967;1,049
4,7900;-0,0400;0,3202;1,0007;1,051
4,8000;-0,0560;0,3242;0,9967;1,050
4,8100;-0,0400;0,3242;1,0047;1,056
4,8270;-0,0400;0,3202;1,0047;1,055
4,8360;-0,0400;0,3322;1,0087;1,063
4,8590;-0,0440;0,3322;1,0047;1,059
4,8610;-0,0400;0,3242;1,0087;1,060
4,8620;-0,0400;0,3162;1,0087;1,058
4,8710;-0,0400;0,3242;1,0087;1,060
4,8830;-0,0320;0,3242;1,0207;1,071
4,8900;-0,0320;0,3202;1,0087;1,059
4,9000;-0,0280;0,3282;1,0167;1,069
4,9100;-0,0280;0,3362;1,0127;1,067
4,9270;-0,0280;0,3522;1,0047;1,065
4,9310;-0,0240;0,3362;1,0007;1,056
4,9590;-0,0200;0,3402;1,0047;1,061
4,9610;-0,0120;0,3282;1,0167;1,068
4,9620;-0,0240;0,3442;1,0247;1,081
4,9710;0,0080;0,4043;1,0007;1,079
4,9820;-0,0040;0,3723;1,0167;1,083
4,9900;-0,0240;0,3562;1,0487;1,108
5,0010;-0,0360;0,3402;1,0247;1,080
5,0100;-0,0160;0,3562;0,9727;1,036
5,0200;-0,0240;0,3402;0,9967;1,053
5,0310;-0,0240;0,3522;0,9406;1,005
5,0470;-0,0400;0,3522;0,9807;1,043
5,0500;-0,0520;0,3682;0,9767;1,045
5,0610;-0,0240;0,3763;0,9526;1,025
5,0720;-0,0040;0,3803;0,9847;1,056
5,0850;0,0160;0,4003;0,9887;1,067
5,0900;0,0240;0,4003;1,0087;1,085
5,1000;0,0440;0,4083;1,0127;1,093
5,1100;0,0560;0,4203;1,0247;1,109
5,1290;0,0720;0,4043;1,0447;1,123
5,1310;0,0841;0,3803;1,0367;1,107
5,1590;0,0680;0,3763;1,0087;1,079
5,1610;0,0640;0,3723;0,9887;1,058
5,1620;0,0560;0,3723;0,9807;1,050
5,1720;0,0560;0,3803;0,9727;1,046
5,1820;0,0520;0,3803;0,9767;1,049
5,1900;0,0600;0,3602;0,9847;1,050
5,2000;0,0640;0,3602;1,0047;1,069
5,2100;0,0600;0,3562;1,0167;1,079
5,2390;0,0560;0,3522;1,0327;1,093
5,2400;0,0520;0,3242;1,0407;1,091
5,2410;0,0520;0,3082;1,0127;1,060
5,2510;0,0560;0,3002;0,9807;1,027
5,2600;0,0560;0,3002;0,9607;1,008
5,2700;0,0600;0,3202;0,9366;0,992
5,2820;0,0600;0,3442;0,9046;0,970
5,2900;0,0640;0,3723;0,9086;0,984
5,3000;0,0680;0,4043;0,8846;0,975
5,3100;0,0801;0,4243;0,8846;0,984
5,3380;0,0921;0,4323;0,8926;0,996
5,3400;0,0921;0,4283;0,9286;1,027
5,3420;0,0881;0,4283;0,9406;1,037
5,3540;0,0881;0,4243;0,9526;1,047
5,3600;0,0801;0,4043;0,9687;1,053
5,3700;0,0881;0,4043;0,9847;1,068
5,3810;0,1001;0,4083;0,9847;1,071
5,3900;0,1081;0,4083;0,9887;1,075
5,4000;0,1001;0,4163;0,9767;1,066
5,4100;0,0921;0,4163;0,9687;1,058
5,4390;0,0921;0,4243;0,9687;1,062
5,4400;0,0761;0,4403;0,9526;1,052
5,4420;0,0720;0,4443;0,9406;1,043
5,4500;0,0680;0,4443;0,9486;1,050
5,4600;0,0680;0,4443;0,9206;1,024
5,4700;0,0520;0,4363;0,9126;1,013
5,4830;0,0480;0,4403;0,9246;1,025
5,4900;0,0480;0,4523;0,9166;1,023
5,5000;0,0480;0,4483;0,9206;1,025
5,5100;0,0440;0,4603;0,9286;1,037
5,5240;0,0560;0,4643;0,9286;1,040
5,5370;0,0440;0,4643;0,9326;1,043
5,5470;0,0520;0,4683;0,9486;1,059
5,5500;0,0640;0,4643;0,9607;1,069
5,5600;0,0640;0,4723;0,9687;1,080
5,5700;0,0680;0,4683;0,9847;1,092
5,5830;0,0761;0,4723;0,9967;1,106
5,5900;0,0841;0,4643;1,0047;1,110
5,6000;0,0881;0,4563;1,0087;1,111
5,6100;0,0801;0,4523;1,0087;1,108
5,6560;0,0801;0,4603;1,0047;1,108
5,6570;0,0841;0,4723;0,9727;1,085
5,6590;0,0761;0,4883;0,9687;1,087
5,6600;0,0720;0,4883;0,9687;1,087
5,6610;0,0680;0,5003;0,9607;1,085
5,6710;0,0761;0,4963;0,9607;1,084
5,6840;0,0720;0,5003;0,9607;1,086
5,6900;0,0600;0,5003;0,9767;1,099
5,7000;0,0640;0,4963;0,9727;1,094
5,7100;0,0640;0,4843;0,9767;1,092
5,7280;0,0600;0,4883;0,9767;1,094
5,7660;0,0680;0,4803;0,9847;1,098
